RANK,ELO,LEVEL,ALIAS,STREAK,WINS,LOSSES,RATIO,TOTAL,LAST GAME
542,1172,,Storm,+2,7,3,70%,10,2023/03/25
543,1171,,DALT11,+3,12,6,67%,18,2023/03/25
544,1171,,mor117,+2,99,78,56%,177,2023/04/16
545,1171,,iaguz,-2,8,5,62%,13,2023/03/22
546,1170,,Loco_YaYo,-1,34,22,61%,56,2023/04/16
547,1169,,Envisionaried,+1,27,16,63%,43,2023/04/12
548,1168,,RICO,+1,10,4,71%,14,2023/03/31
549,1168,,JJuKKuRi,-1,25,15,63%,40,2023/04/15
550,1168,,-Horst,+2,7,3,70%,10,2023/04/01
551,1168,,Adadis,+1,14,7,67%,21,2023/04/11
552,1168,,Lick3tySplit,-1,13,9,59%,22,2023/04/05
553,1167,,SGTFigy,+4,12,5,71%,17,2023/04/10
554,1167,,Khan,+5,9,4,69%,13,2023/03/30
555,1167,,Draj,-1,13,10,57%,23,2023/04/01
556,1167,,불꽃남자박상준,+2,18,11,62%,29,2023/04/13
557,1166,,ZiggyBig,+1,18,10,64%,28,2023/04/09
558,1166,,Joel,+1,15,10,60%,25,2023/04/09
559,1166,,karl,-1,12,5,71%,17,2023/04/14
560,1165,,Walruswrangler,-6,31,23,57%,54,2023/04/04
561,1165,,Kübelwagen!,+1,16,9,64%,25,2023/04/15
562,1165,,Nebula,-1,10,6,63%,16,2023/04/06
563,1165,,marine king,-4,11,7,61%,18,2023/04/09
564,1164,,yapster,+3,11,6,65%,17,2023/04/16
565,1164,,cvvonly,-3,43,25,63%,68,2023/04/10
566,1164,,Lergen,+2,20,13,61%,33,2023/04/13
567,1163,,Playing with Magic,-2,10,5,67%,15,2023/04/07
568,1163,,cease2existt,+2,17,9,65%,26,2023/04/01
569,1163,,Speedbird,-3,58,36,62%,94,2023/04/17
570,1163,,Lieut✪LunchBox,-2,19,12,61%,31,2023/04/15
571,1163,,Boskever!?,-1,7,3,70%,10,2023/03/22
572,1163,,Srilamka,+4,28,20,58%,48,2023/04/13
573,1163,,SnooSnarry,-3,8,4,67%,12,2023/04/07
574,1163,,dylson,+4,14,9,61%,23,2023/04/14
575,1163,,blackwolf,-1,7,3,70%,10,2023/04/05
576,1163,,Shadrin,+2,130,100,57%,230,2023/04/17
577,1162,,jinkmoon2,+3,34,25,58%,59,2023/04/17
578,1162,,XBound,+2,7,3,70%,10,2023/03/25
579,1162,,Chibitz,-1,19,12,61%,31,2023/03/30
580,1162,,HERMANATOR,+2,28,19,60%,47,2023/03/26
581,1162,,豆腐同学@提不起劲,+4,34,28,55%,62,2023/04/08
582,1161,,★Colonel-zuvyna★,+5,11,6,65%,17,2023/04/16
583,1161,,2506Brigade,+2,44,31,59%,75,2023/04/10
584,1161,,SuperKeitel,-2,13,8,62%,21,2023/04/17
585,1161,,SLush,-2,9,4,69%,13,2023/03/24
586,1160,,Gnorri,+2,9,4,69%,13,2023/04/06
587,1160,,Sandwichtogo,-1,35,27,56%,62,2023/04/13
588,1159,,Kiju,+1,19,14,58%,33,2023/04/07
589,1159,,tangojuliett,-1,20,12,63%,32,2023/04/17
590,1159,,luaey14,+1,15,10,60%,25,2023/03/31
591,1159,,Lord Blackwood,-3,20,13,61%,33,2023/04/07
592,1158,,'sWiNgEz,+6,8,4,67%,12,2023/04/08
593,1158,,Joker239,+2,7,3,70%,10,2023/04/10
594,1158,,Beluga,-1,67,57,54%,124,2023/04/17
595,1158,,Sweet Pea,+1,35,23,60%,58,2023/04/07
596,1157,,J3WN1aL8T0R,+1,40,30,57%,70,2023/04/17
597,1157,,churchmf,-1,22,11,67%,33,2023/04/15
598,1157,,Ashlande,+1,23,19,55%,42,2023/04/16
599,1157,,Lil Crit,+4,16,10,62%,26,2023/04/15
600,1157,,zliiroii,-2,99,84,54%,183,2023/04/12
601,1157,,riccoriccosupershaker,+2,12,7,63%,19,2023/04/11
602,1156,,Maup,+5,9,4,69%,13,2023/04/11
603,1156,,TheMonkeyInChargeOfBananas,+2,12,8,60%,20,2023/04/07
604,1155,,DoubleDare,+1,12,6,67%,18,2023/04/09
605,1155,,Murray,-1,18,12,60%,30,2023/04/18
606,1155,,dr_squid,+1,34,23,60%,57,2023/04/16
607,1155,,老王,+1,25,14,64%,39,2023/04/06
608,1155,,pokory,+1,7,3,70%,10,2023/04/15
609,1155,,DirtyDan,+2,10,6,63%,16,2023/04/07
610,1154,,bisivan1,-3,32,21,60%,53,2023/04/14
611,1154,,Rocky0730,+1,38,34,53%,72,2023/04/17
612,1154,,ChOsHoT,+5,8,3,73%,11,2023/04/11
613,1154,,✡ Merchant ✡,-1,12,8,60%,20,2023/04/07
614,1154,,Bandit,-1,12,7,63%,19,2023/04/16
615,1154,,Les Memérables,-1,8,4,67%,12,2023/03/26
616,1153,,LB,-4,6,4,60%,10,2023/04/17
617,1153,,SuppEngineer,+4,15,8,65%,23,2023/04/12
618,1152,,Schreihalz Λ,+3,8,4,67%,12,2023/04/10
619,1152,,Testicular Chewing Goat,+1,8,4,67%,12,2023/03/22
620,1151,,伊卡洛斯,+3,8,4,67%,12,2023/04/07
621,1151,,Vedro_32,-1,10,4,71%,14,2023/04/15
622,1151,,Imaturkeith,+5,14,7,67%,21,2023/04/13
623,1151,,Faffinir,+2,8,4,67%,12,2023/04/17
624,1151,,PeterGriffin,-2,13,8,62%,21,2023/04/05
625,1151,,SteveMcQueef,-1,9,6,60%,15,2023/04/08
626,1151,,Sharp,+1,20,13,61%,33,2023/04/16
627,1150,,Synthsere,+2,10,5,67%,15,2023/04/14
628,1149,,Old Rebel,+6,18,12,60%,30,2023/04/13
629,1149,,marcmorn,+1,8,4,67%,12,2023/04/05
630,1148,,aleX ツ,+1,13,8,62%,21,2023/04/16
631,1148,,noluckystrike,-2,22,15,59%,37,2023/04/13
632,1148,,comrade14andrei,+2,14,9,61%,23,2023/03/22
633,1148,,ForFreedom,+3,10,4,71%,14,2023/04/17
634,1147,,Adonis Creed,+3,9,5,64%,14,2023/04/01
635,1147,,Slymanx,-2,19,15,56%,34,2023/03/21
636,1147,,MyFunction,-1,16,8,67%,24,2023/04/13
637,1147,,NiW,+1,16,10,62%,26,2023/04/15
638,1146,,COHORT,+2,8,4,67%,12,2023/03/21
639,1146,,The Iron Duke,+3,28,22,56%,50,2023/04/10
640,1146,,HellsHound,+1,7,3,70%,10,2023/04/04
641,1146,,Hefe,+2,75,64,54%,139,2023/04/06
642,1145,,Willyto,-3,38,31,55%,69,2023/04/16
643,1145,,butterfingers158,-1,7,3,70%,10,2023/04/09
644,1145,,Harkever,+3,33,22,60%,55,2023/04/17
645,1144,,Tuxedo Shirt Jesus,+2,90,74,55%,164,2023/04/15
646,1144,,HighFive,-1,44,30,59%,74,2023/04/17
647,1144,,ⓩᵉʳᵒ,+1,9,4,69%,13,2023/04/01
648,1144,,Marcello,-1,17,11,61%,28,2023/04/16
649,1144,,Bryan,+3,23,15,61%,38,2023/04/06
650,1144,,snOrMoL,+4,19,11,63%,30,2023/04/16
651,1144,,Leon·Scott·Kennedy,+1,6,4,60%,10,2023/04/09
652,1143,,Window Shopping,-2,93,81,53%,174,2023/04/09
653,1143,,Jet,+3,7,3,70%,10,2023/03/31
654,1143,,Patchouli Knowledge,+4,8,4,67%,12,2023/04/01
655,1142,,GuillanoBallardo,+3,11,8,58%,19,2023/03/29
656,1142,,Crovax,-3,8,5,62%,13,2023/04/06
657,1142,,Ding Dong,+1,20,14,59%,34,2023/04/16
658,1142,,Yurdle The Turtle,+1,9,5,64%,14,2023/04/07
659,1142,,Nazca,+1,11,7,61%,18,2023/03/31
660,1142,,CocusMagnus,-3,12,8,60%,20,2023/03/29
661,1141,,CasuallyLax,-1,13,8,62%,21,2023/04/13
662,1141,,Magpie,+2,7,4,64%,11,2023/04/04
663,1141,,Joachim,-1,7,4,64%,11,2023/04/03
664,1141,,k-98,+3,7,6,54%,13,2023/04/15
665,1141,,RoboRob,+2,19,15,56%,34,2023/04/13
666,1141,,S-M-O-O-K-Y,+1,11,9,55%,20,2023/04/06
667,1140,,amateur shut in,+1,40,26,61%,66,2023/04/11
668,1140,,SmeltedElk,+3,29,20,59%,49,2023/04/13
669,1140,,Soviet Duck,-1,8,5,62%,13,2023/03/26
670,1140,,starchy,-2,9,4,69%,13,2023/04/17
671,1140,,golingapanqt,-1,58,45,56%,103,2023/04/03
672,1140,,Conral,+1,8,4,67%,12,2023/04/12
673,1140,,我是人ds,+1,7,4,64%,11,2023/04/13
674,1139,,Hekezu,-1,37,29,56%,66,2023/04/09
675,1139,,GelbeBanane,+2,7,3,70%,10,2023/03/31
676,1139,,asd0963930662,+1,29,28,51%,57,2023/04/17
677,1139,,Guards,+1,10,9,53%,19,2023/04/13
678,1138,,o3koastv,-2,55,37,60%,92,2023/04/13
679,1138,,Broly,-3,13,9,59%,22,2023/04/01
680,1138,,Lyonror,-1,30,26,54%,56,2023/04/17
681,1138,,Mufasa,+3,225,198,53%,423,2023/04/10
682,1138,,Roderik,+1,24,16,60%,40,2023/04/11
683,1137,,dog,-1,39,33,54%,72,2023/04/18
684,1137,,RNGesus,-1,21,17,55%,38,2023/04/12
685,1137,,Durkslag,-1,8,5,62%,13,2023/03/27
686,1137,,mickal21,-1,15,10,60%,25,2023/04/17
687,1137,,Sh1fty,-1,16,10,62%,26,2023/03/22
688,1137,,KG_Kostov,+1,29,19,60%,48,2023/03/30
689,1136,,UBISOFT,+2,10,7,59%,17,2023/04/10
690,1136,,Dave,+1,14,8,64%,22,2023/04/17
691,1136,,BigLang,-1,20,13,61%,33,2023/04/07
692,1136,,Cpt. Aids,-1,8,4,67%,12,2023/03/22
693,1136,,Tuta,-2,10,7,59%,17,2023/04/03
694,1136,,cheems澤東,-2,9,5,64%,14,2023/03/31
695,1135,,silentbreacher,+3,10,6,63%,16,2023/04/15
696,1135,,Awesemo_4000,-1,80,65,55%,145,2023/04/11
697,1134,,pjho458,-1,20,17,54%,37,2023/04/09
698,1134,,Yoda,-1,9,5,64%,14,2023/04/05
699,1134,,headake,-1,34,25,58%,59,2023/03/24
700,1134,,matad0r4eg,+5,9,4,69%,13,2023/03/31
701,1133,,Juggermarc,-1,12,8,60%,20,2023/04/10
702,1133,,TW sss40405,-1,14,11,56%,25,2023/04/15
703,1133,,Arres,+2,7,3,70%,10,2023/04/09
704,1133,,VonLinden,+1,29,26,53%,55,2023/03/29
705,1133,,[DpS]Warlock,-1,19,12,61%,31,2023/04/09
706,1133,,espitaon,-1,8,7,53%,15,2023/03/29
707,1132,,COH3SVP,+3,9,5,64%,14,2023/04/17
708,1132,,SkeletorRAGE,-1,10,6,63%,16,2023/03/26
709,1132,,Brick_man,+1,21,16,57%,37,2023/04/01
710,1132,,Uchiha Sasuke,+4,42,40,51%,82,2023/04/15
711,1131,,88jpmm,+1,82,73,53%,155,2023/04/18
712,1131,,Moonmyung,+1,6,4,60%,10,2023/04/17
713,1131,,Socrates,+4,21,13,62%,34,2023/04/17
714,1131,,EtherealDragon,+1,33,25,57%,58,2023/04/16
715,1130,,Puffy,-1,26,19,58%,45,2023/04/15
716,1130,,Haze,+4,7,3,70%,10,2023/04/10
717,1130,,Oldenhaller,-3,51,40,56%,91,2023/04/17
718,1130,,Glacier Lazer,+2,13,7,65%,20,2023/04/05
719,1130,,FlySikk,+1,22,16,58%,38,2023/04/16
720,1130,,Virgile[FR],+1,24,19,56%,43,2023/04/14
721,1129,,GMCustom,+2,57,51,53%,108,2023/04/17
722,1129,,Pharmacist,+4,10,5,67%,15,2023/04/15
723,1129,,War_Dolphin,+3,7,4,64%,11,2023/03/24
724,1129,,lucky_ramen,+3,11,8,58%,19,2023/04/09
725,1128,,Eagle,-4,15,13,54%,28,2023/04/15
726,1128,,John Paul II,-2,14,10,58%,24,2023/04/01
727,1128,,King Matox,+1,14,10,58%,24,2023/04/10
728,1127,,LuckySpark,+1,50,43,54%,93,2023/04/17
729,1127,,Oskar,-1,32,24,57%,56,2023/03/30
730,1127,,Voodoo Mama JuJu,+1,16,9,64%,25,2023/03/29
731,1127,,TisSirTony,+1,19,11,63%,30,2023/04/17
732,1127,,Wolfsindis,-2,10,7,59%,17,2023/04/14
733,1126,,Toramdo,+2,12,10,55%,22,2023/03/26
734,1125,,Jasonメ,+1,7,5,58%,12,2023/04/06
735,1125,,AlphaOmega,+3,17,11,61%,28,2023/04/07
736,1125,,WouldULike2BeAPepper2?,-1,10,7,59%,17,2023/04/02
737,1125,,el deglingoo,-1,14,10,58%,24,2023/03/29
738,1125,,SNIPER,+1,8,4,67%,12,2023/04/07
739,1125,,Sedghammer,-2,16,10,62%,26,2023/04/10
740,1125,,Pretoryan,+3,7,3,70%,10,2023/04/10
741,1124,,空空大師,+3,23,17,58%,40,2023/04/14
742,1124,,Heywood Jablowme,+1,9,7,56%,16,2023/04/15
743,1124,,I love Tiananmen,+1,10,7,59%,17,2023/04/14
744,1124,,Andrew999,+3,17,13,57%,30,2023/03/23
745,1124,,Dezza,+2,28,17,62%,45,2023/03/30
746,1123,,A fine rectal purge,+1,12,8,60%,20,2023/03/24
747,1123,,Senator Armstrong,+2,28,22,56%,50,2023/03/29
748,1123,,nobody95,-2,17,13,57%,30,2023/04/05
749,1122,,Pizzarand,+5,12,7,63%,19,2023/04/11
750,1122,,syntox,-1,11,6,65%,17,2023/04/14
751,1122,,Ludenj,-3,7,6,54%,13,2023/03/23
752,1122,,Josef Ballin',+4,11,6,65%,17,2023/03/28
753,1122,,Sea raider,-3,33,28,54%,61,2023/03/30
754,1122,,ryanpetro,-1,23,18,56%,41,2023/03/24
755,1121,,RRREEEIII,+1,7,4,64%,11,2023/04/15
756,1121,,Lavr,+3,7,3,70%,10,2023/03/23
757,1121,,Seed19,-2,9,6,60%,15,2023/03/29
758,1121,,Rush Fan,+1,15,9,63%,24,2023/03/24
759,1121,,Ramen the Desert Noodle,-1,8,5,62%,13,2023/04/17
760,1120,,Kwarzym,+1,7,5,58%,12,2023/04/13
761,1120,,Fat Samurai,+2,11,7,61%,18,2023/04/17
762,1120,,DanteQuaylin,+2,14,8,64%,22,2023/04/08
763,1120,,Fizzysaucers,+4,319,279,53%,598,2023/04/18
764,1120,,Etiyen,-1,25,21,54%,46,2023/04/08
765,1120,,30905301,+4,18,10,64%,28,2023/04/16
766,1119,,johny247trace,-1,10,7,59%,17,2023/04/08
767,1119,,gateway21,+5,18,10,64%,28,2023/04/16
768,1118,,lSherlockl,+1,9,6,60%,15,2023/03/23
769,1118,,n0_ok,-1,13,10,57%,23,2023/04/13
770,1117,,Leninade,-1,8,4,67%,12,2023/04/09
771,1117,,Stokkelol,-2,7,5,58%,12,2023/04/08
772,1117,,Julian,+2,19,14,58%,33,2023/04/01
773,1116,,maxxximka0,-3,22,15,59%,37,2023/04/07
774,1115,,KrazyKoala,+2,10,6,63%,16,2023/04/15
775,1115,,Wintermute,+6,9,5,64%,14,2023/03/21
776,1115,,drunken JEFFERY thug,-3,35,27,56%,62,2023/04/14
777,1114,,Cider,+5,32,30,52%,62,2023/03/31
778,1114,,kdguno,-1,31,27,53%,58,2023/04/11
779,1114,,Mase316 | ♥,+3,10,6,63%,16,2023/04/12
780,1114,,MaxMonument,+1,9,6,60%,15,2023/04/06
781,1113,,-p,-1,44,37,54%,81,2023/04/15
782,1113,,Hagga,+3,34,23,60%,57,2023/04/17
783,1113,,BigGameHUnter,+7,51,37,58%,88,2023/04/09
784,1113,,XD :D :),-2,7,5,58%,12,2023/04/03
785,1113,,XQC,+1,9,6,60%,15,2023/03/24
786,1113,,SHALDUN,+2,43,29,60%,72,2023/03/29
787,1113,,Matt-Of-Doom,+3,8,4,67%,12,2023/04/02
788,1113,,Akay,+3,30,17,64%,47,2023/03/24
789,1113,,AR1996,-1,6,4,60%,10,2023/04/02
790,1112,,Sostradayu,+1,7,3,70%,10,2023/04/08
791,1112,,Freezzer,-1,8,4,67%,12,2023/03/21
792,1112,,Verluca,+3,7,3,70%,10,2023/04/02
793,1111,,Brokenstaples,+1,19,14,58%,33,2023/03/29
794,1111,,товарищ LeiFeng,+3,19,15,56%,34,2023/04/14
795,1111,,Orem,-2,8,6,57%,14,2023/04/12
796,1111,,wolfmanen,+2,8,5,62%,13,2023/03/22
797,1111,,Flex,+4,7,4,64%,11,2023/03/26
798,1111,,frogfucker,+1,27,17,61%,44,2023/04/17
799,1111,,Tóóór,-1,11,9,55%,20,2023/04/17
800,1111,,Louis_XJ,+4,15,10,60%,25,2023/04/13
801,1110,,max,-1,15,14,52%,29,2023/03/31
802,1110,,Tonmaii,+2,33,24,58%,57,2023/04/13
803,1110,,SoloWingPixy,+2,18,15,55%,33,2023/03/28
804,1109,,Espada,+1,30,22,58%,52,2023/04/17
805,1109,,pokkerguy,+1,26,16,62%,42,2023/04/14
806,1109,,Cpt.Ray,+2,15,9,63%,24,2023/04/09
807,1109,,JellyMarine,+1,62,64,49%,126,2023/04/15
808,1108,,Timothy McWhiskers,+1,8,5,62%,13,2023/03/23
809,1108,,RGDfleet,+3,13,8,62%,21,2023/04/07
810,1108,,Auto Man,+2,7,5,58%,12,2023/03/31
811,1108,,Skreddern,+1,7,5,58%,12,2023/04/09
812,1108,,JShreddy,+3,22,18,55%,40,2023/04/14
813,1107,,TheLastChaos,+1,8,5,62%,13,2023/03/23
814,1107,,McGriggles,+7,21,15,58%,36,2023/04/15
815,1107,,Seasoningmen,+2,7,4,64%,11,2023/04/02
816,1106,,MariusMarius,+4,21,15,58%,36,2023/04/15
817,1106,,ThreeOracle,-1,7,4,64%,11,2023/04/10
818,1105,,Wallaby_Trust,+1,9,5,64%,14,2023/04/11
819,1105,,Ryuzaki,-1,14,9,61%,23,2023/04/13
820,1104,,Kirov,-2,50,45,53%,95,2023/04/17
821,1104,,Sidney,+2,8,5,62%,13,2023/03/22
822,1104,,towelie,+1,5,5,50%,10,2023/04/03
823,1104,,Shadicar8,+2,25,17,60%,42,2023/04/17
824,1104,,Chimp Nipples,-1,8,5,62%,13,2023/04/03
825,1104,,Williams,-2,56,48,54%,104,2023/04/08
826,1103,,Strikeforce,+3,15,9,63%,24,2023/03/30
827,1103,,Chemicals,-1,11,7,61%,18,2023/04/11
828,1103,,Freydal,-2,112,100,53%,212,2023/04/17
829,1103,,barti06,+3,66,55,55%,121,2023/03/31
830,1102,,tommyfoxy,-1,10,6,63%,16,2023/04/17
831,1102,,Trauma,+2,16,10,62%,26,2023/04/04
832,1102,,Kitsu-chan,+1,12,10,55%,22,2023/03/21
833,1101,,ToYson,+1,11,8,58%,19,2023/04/02
834,1101,,aero,+1,8,7,53%,15,2023/04/11
835,1101,,SkalliSol,+1,8,5,62%,13,2023/04/01
836,1101,,General Feldsalat,+1,24,19,56%,43,2023/03/31
837,1101,,7UziTotingMonkeys,+1,33,30,52%,63,2023/04/10
838,1100,,HarryHook,-1,6,5,55%,11,2023/04/07
839,1100,,Viking,-2,8,6,57%,14,2023/04/15
840,1100,,Mr.Kal,+3,8,5,62%,13,2023/04/18
841,1100,,Soja,+2,16,13,55%,29,2023/03/28
842,1100,,cakesucker,+1,44,35,56%,79,2023/04/16
843,1100,,kluwejo,+1,29,20,59%,49,2023/04/04
844,1099,,Eagle_One,-2,44,37,54%,81,2023/03/22
845,1099,,Excellency,+1,12,9,57%,21,2023/04/17
846,1099,,Mattfield27,+8,16,11,59%,27,2023/04/13
847,1099,,Hawk,-2,9,7,56%,16,2023/04/02
848,1099,,76561197972578478,-2,12,10,55%,22,2023/04/09
849,1099,,poichiche69,+2,9,4,69%,13,2023/04/16
850,1099,,Ranger1408,+1,7,4,64%,11,2023/04/04
851,1099,,Cory The Gardener,-1,13,9,59%,22,2023/04/11
852,1099,,BANZAI,+1,19,12,61%,31,2023/03/30
853,1098,,AParanoidPeach,-1,31,22,58%,53,2023/04/13
854,1098,,moletsplui,-2,18,12,60%,30,2023/03/24
855,1098,,Rimjobs Anonymous,-1,8,5,62%,13,2023/04/07
856,1098,,SolvE,+1,10,7,59%,17,2023/04/14
857,1097,,Allesfresser,+1,13,11,54%,24,2023/04/01
858,1097,,5th_Terror,-4,11,10,52%,21,2023/03/29
859,1097,,AE,-3,11,11,50%,22,2023/04/07
860,1097,,CravattiSeiKumpel,+7,19,13,59%,32,2023/03/31
861,1096,,AfflicTioN,+1,25,19,57%,44,2023/04/02
862,1096,,Tarquin,-1,30,23,57%,53,2023/04/17
863,1096,,niewiem94851,-4,8,7,53%,15,2023/04/08
864,1096,,take0again,+1,8,5,62%,13,2023/04/16
865,1096,,Rifllian,-1,13,11,54%,24,2023/04/08
866,1095,,ImmobilizingGaze,-2,53,48,52%,101,2023/04/08
867,1095,,8ug8ear,+2,38,29,57%,67,2023/04/15
868,1095,,๖ۣۜF1re,+2,22,16,58%,38,2023/04/16
869,1094,,Manchego Man,+2,10,7,59%,17,2023/03/30
870,1094,,Retlocke,+1,27,26,51%,53,2023/04/17
871,1093,,SleepingGiant,+2,7,4,64%,11,2023/04/01
872,1093,,Kordi,+1,7,3,70%,10,2023/03/27
873,1093,,FitzBro,-1,36,32,53%,68,2023/04/15
874,1093,,BigCupOfTea,+2,28,21,57%,49,2023/04/18
875,1092,,wutface,+4,83,70,54%,153,2023/04/17
876,1092,,Razorgrin27,+2,157,160,50%,317,2023/04/15
877,1092,,DarthPotato,-7,33,28,54%,61,2023/04/17
878,1092,,Keizige Roker,-2,26,17,60%,43,2023/03/24
879,1092,,Saj,-1,17,11,61%,28,2023/03/29
880,1091,,Makros,+1,6,5,55%,11,2023/03/28
881,1091,,APGCobra,+4,8,5,62%,13,2023/03/23
882,1091,,ironicusername17,-1,24,18,57%,42,2023/04/14
883,1091,,Sojourner,+2,7,4,64%,11,2023/04/08
884,1091,,MrGiio98,-1,6,4,60%,10,2023/04/16
885,1090,,Enlightened Enlisted,+2,18,14,56%,32,2023/03/21
886,1090,,N3oX,-1,42,38,53%,80,2023/04/01
887,1090,,UncleSpam®,-1,8,4,67%,12,2023/04/12
888,1089,,Ladabaz,+2,7,3,70%,10,2023/04/05
889,1089,,dr.farsh,-1,18,12,60%,30,2023/04/09
890,1089,,Colonel Cumhog,-1,42,40,51%,82,2023/03/21
891,1089,,RadialEngine,+1,9,5,64%,14,2023/04/16
892,1089,,cool_mint_flavor,+6,8,4,67%,12,2023/03/23
893,1088,,Taiwan-SJALVIN,-2,27,21,56%,48,2023/04/13
894,1088,,MR_BLORB,+2,14,11,56%,25,2023/03/27
895,1087,,S0_GosU,+2,11,8,58%,19,2023/03/30
896,1087,,BeardedOaf,-1,15,12,56%,27,2023/03/30
897,1087,,SteelMan,+2,67,54,55%,121,2023/04/18
898,1087,,Anbora,+4,6,4,60%,10,2023/04/15
899,1086,,erectusapes,-3,12,10,55%,22,2023/04/16
900,1086,,Bineto,+2,36,30,55%,66,2023/04/18
901,1086,,Antiunfall,-1,7,6,54%,13,2023/04/17
902,1086,,MAZA_(Rus),-1,14,13,52%,27,2023/04/03
903,1086,,jay,-2,43,37,54%,80,2023/04/02
904,1086,,BruinTzar,-1,29,24,55%,53,2023/04/16
905,1086,,Evil Bunz,-1,14,17,45%,31,2023/04/02
906,1086,,CPU-Easy,-1,18,12,60%,30,2023/03/29
907,1085,,The Almighty Wanka,+1,52,53,50%,105,2023/04/14
908,1085,,Sercodttv,+3,8,5,62%,13,2023/04/03
909,1085,,hnidex,-2,16,11,59%,27,2023/03/29
910,1084,,Magma,+1,7,4,64%,11,2023/04/10
911,1084,,KampfLachs,+2,12,8,60%,20,2023/04/17
912,1084,,🏹tȟogktékA🔪💀🪓,-2,62,57,52%,119,2023/04/07
913,1083,,Kemp,-1,28,26,52%,54,2023/03/26
914,1083,,AngelSSword,-1,11,9,55%,20,2023/04/17
915,1083,,Wywtigerking,-2,12,11,52%,23,2023/04/14
916,1083,,SunTzu,+2,7,4,64%,11,2023/03/21
917,1082,,Furioushofman,-2,63,58,52%,121,2023/04/13
918,1082,,Ура!,-1,8,5,62%,13,2023/04/16
919,1082,,PrinzIgor,-1,17,12,59%,29,2023/04/07
920,1081,,39TH GUARDS POTATO REGIMENT,+1,8,6,57%,14,2023/04/07
921,1081,,Mr. Purple,-2,75,70,52%,145,2023/04/17
922,1081,,Melon121,-1,52,46,53%,98,2023/04/09
923,1081,,WazzaBozza,-2,8,6,57%,14,2023/04/08
924,1081,,Private_Schneewittchen,+2,9,7,56%,16,2023/04/10
925,1081,,Nasser,-1,56,44,56%,100,2023/03/31
926,1081,,郁金香哪有你的浴巾香,+2,8,7,53%,15,2023/04/14
927,1080,,Goldeneale,-4,7,5,58%,12,2023/04/11
928,1080,,MarsAttacks,+2,40,34,54%,74,2023/04/18
929,1080,,EastHawk,+1,42,37,53%,79,2023/04/13
930,1080,,Younior,-3,9,7,56%,16,2023/04/16
931,1079,,Globalnaya,-1,6,4,60%,10,2023/03/31
932,1079,,rakutuki,+2,8,5,62%,13,2023/03/27
933,1079,,CommandoSweat,+2,9,8,53%,17,2023/04/09
934,1079,,The Murloc Redneck,+3,7,5,58%,12,2023/04/04
935,1079,,Wind,-1,7,5,58%,12,2023/03/29
936,1079,,TheWolf,-1,8,4,67%,12,2023/03/24
937,1078,,Sentinel pls,-2,12,14,46%,26,2023/04/12
938,1078,,Mentat,+1,28,24,54%,52,2023/04/16
939,1078,,Royal Annihilator,-3,15,14,52%,29,2023/04/06
940,1078,,百年皇家烤香肠,+2,9,7,56%,16,2023/04/03
941,1078,,JohnGrammaticus,-2,24,21,53%,45,2023/04/09
942,1078,,DeezNuts,+2,8,4,67%,12,2023/04/02
943,1078,,Vichunt_st,-1,9,6,60%,15,2023/04/15
944,1077,,Sestrum,+1,19,15,56%,34,2023/04/13
945,1077,,luproxis,-1,17,12,59%,29,2023/03/27
946,1077,,Smoking Hans,+1,13,8,62%,21,2023/04/07
947,1076,,[2.FJg]Radroach -Schtz,-2,8,7,53%,15,2023/04/07
948,1076,,The Eye of Twilight,-1,8,7,53%,15,2023/03/26
949,1076,,KevlarTax,+2,11,7,61%,18,2023/04/15
950,1075,,RunningWithFate,+1,33,26,56%,59,2023/04/17
951,1074,,Imperial NEDcoat,-1,11,11,50%,22,2023/03/28
952,1074,,Mondieu the puffin,+2,10,8,56%,18,2023/04/17
953,1074,,只因你太美,+7,15,10,60%,25,2023/04/14
